Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Value,string,1,1,A number,,,,,,,,,,,,,1
NumericType,string,1,1,Type of the number,,,,,Integer Real,,,,,,,,1
