Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
First,string,1,1,Lowest variable name in range,,,,,,,,,,,,,
Last,string,1,1,Highest variable name in range,,,,,,,,,,,,,
