Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
RecodedVariables,RecodeVariable,0,n,"The variables that will have their values recoded. The resulting values may be either stored in the same variable, or a newly created destination variable",,,,,,,,,,,
Rules,RecodeRule,0,n,A mapping describing which values will be recoded to which new values,,,,,,,,,,,
